_id,Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
187,2024-25,16667,Citizenship and Multiculturalism,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
188,2024-25,4087071,Citizenship and Multiculturalism,Operating Expense,Anti-racism Directorate Program,Anti-Racism Directorate,No Value,Salaries and wages,No Value
189,2024-25,652143,Citizenship and Multiculturalism,Operating Expense,Anti-racism Directorate Program,Anti-Racism Directorate,No Value,Employee benefits,No Value
190,2024-25,31177,Citizenship and Multiculturalism,Operating Expense,Anti-racism Directorate Program,Anti-Racism Directorate,No Value,Transportation and communication,No Value
191,2024-25,3345417,Citizenship and Multiculturalism,Operating Expense,Anti-racism Directorate Program,Anti-Racism Directorate,No Value,Services,No Value
192,2024-25,9081,Citizenship and Multiculturalism,Operating Expense,Anti-racism Directorate Program,Anti-Racism Directorate,No Value,Supplies and equipment,No Value
193,2024-25,18565449,Citizenship and Multiculturalism,Operating Expense,Anti-racism Directorate Program,Anti-Racism Directorate,No Value,Transfer payments,Anti-Racism Initiatives
194,2024-25,9429607,Citizenship and Multiculturalism,Operating Expense,"Citizenship, Inclusion and Heritage","Citizenship, Inclusion and Heritage",No Value,Salaries and wages,No Value
195,2024-25,1527044,Citizenship and Multiculturalism,Operating Expense,"Citizenship, Inclusion and Heritage","Citizenship, Inclusion and Heritage",No Value,Employee benefits,No Value
196,2024-25,204552,Citizenship and Multiculturalism,Operating Expense,"Citizenship, Inclusion and Heritage","Citizenship, Inclusion and Heritage",No Value,Transportation and communication,No Value
197,2024-25,4108376,Citizenship and Multiculturalism,Operating Expense,"Citizenship, Inclusion and Heritage","Citizenship, Inclusion and Heritage",No Value,Services,No Value
198,2024-25,27642,Citizenship and Multiculturalism,Operating Expense,"Citizenship, Inclusion and Heritage","Citizenship, Inclusion and Heritage",No Value,Supplies and equipment,No Value
199,2024-25,20402401,Citizenship and Multiculturalism,Operating Expense,"Citizenship, Inclusion and Heritage","Citizenship, Inclusion and Heritage",No Value,Transfer payments,Youth Action Plan
200,2024-25,4407580,Citizenship and Multiculturalism,Operating Expense,"Citizenship, Inclusion and Heritage","Citizenship, Inclusion and Heritage",No Value,Transfer payments,Ontario Heritage Trust
201,2024-25,1522995,Citizenship and Multiculturalism,Operating Expense,"Citizenship, Inclusion and Heritage","Citizenship, Inclusion and Heritage",No Value,Transfer payments,Heritage Sector Support
202,2024-25,3185784,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
203,2024-25,367579,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
204,2024-25,57251,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
205,2024-25,79430,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
206,2024-25,6254,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
207,2024-25,8797154,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
208,2024-25,1513519,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
209,2024-25,88202,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
210,2024-25,14015118,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
211,2024-25,410490,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
212,2024-25,10420700,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transfer payments,Ontario Clean Water Agency
213,2024-25,-34000,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Recoveries,No Value
214,2024-25,2393023,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
215,2024-25,867081,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
216,2024-25,10703,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
217,2024-25,491227,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
218,2024-25,31246,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
219,2024-25,4606051,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
220,2024-25,728766,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
221,2024-25,113655,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
222,2024-25,319135,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
223,2024-25,16960,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
224,2024-25,42983,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
225,2024-25,12964749,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
226,2024-25,65242,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
227,2024-25,2442911,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Salaries and wages,No Value
228,2024-25,404227,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Employee benefits,No Value
229,2024-25,6641,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Transportation and communication,No Value
230,2024-25,8860644,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
231,2024-25,886,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Supplies and equipment,No Value
232,2024-25,49301,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
233,2024-25,16667,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
234,2024-25,77000,"Environment, Conservation and Parks",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
235,2024-25,76138,"Environment, Conservation and Parks",Capital Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
236,2024-25,12977510,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Salaries and wages,No Value
237,2024-25,1833969,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Employee benefits,No Value
238,2024-25,42973,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Transportation and communication,No Value
239,2024-25,2424841,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Services,No Value
240,2024-25,15926,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Supplies and equipment,No Value
241,2024-25,3995706,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Transfer payments,Environmental Planning and Action
242,2024-25,3000000,"Environment, Conservation and Parks",Operating Expense,Environmental Policy,Environmental Policy and Programs,No Value,Transfer payments,Walkerton Clean Water Centre
243,2024-25,29974772,"Environment, Conservation and Parks",Operating Expense,Environmental Sciences and Standards Program,Environmental Sciences and Standards,No Value,Salaries and wages,No Value
244,2024-25,4931178,"Environment, Conservation and Parks",Operating Expense,Environmental Sciences and Standards Program,Environmental Sciences and Standards,No Value,Employee benefits,No Value
245,2024-25,578795,"Environment, Conservation and Parks",Operating Expense,Environmental Sciences and Standards Program,Environmental Sciences and Standards,No Value,Transportation and communication,No Value
